CustomerId,CredRate,Geography,Gender,Age,Tenure,Balance,Prod Number,HasCrCard,ActMem,EstimatedSalary,Exited
15765014,547,France,Female,48,1,161442.666,2,0,1,62336.79,0
15682639,642,France,Male,32,3,0,2,1,1,79828.947,0
15729279,718,France,Female,25,4,97822.755,1,1,0,56727.873,0
15759805,582,France,Female,32,4,0,2,1,0,53701.929,0
15767864,628,France,Male,33,6,0,2,0,0,165807.207,0
15769948,737,Germany,Male,35,0,120040.02,1,0,1,57645.171,0
15686345,828,Spain,Male,34,9,0,2,1,1,73668.582,0
15688071,609,Spain,Male,53,10,0,1,1,1,139178.619,0
15681174,730,France,Male,39,1,104883.84,1,0,0,131111.64,0
15667521,631,France,Female,22,3,0,2,0,0,27703.593,0
15750243,830,Spain,Male,40,4,0,2,0,1,73460.268,0
15695475,645,France,Male,29,1,117117.972,2,0,1,176826.915,0
15689176,663,France,Male,46,3,0,2,0,1,158648.49,0
15652955,678,Spain,Male,30,0,0,1,1,0,31601.772,0
15668958,521,France,Male,30,2,96584.481,1,1,0,57869.838,0
15631054,625,France,Female,24,1,0,2,1,1,162872.595,0
15581479,523,France,Male,30,1,74863.161,1,1,1,124359.102,0
15577478,714,France,Female,72,3,0,1,1,1,78060.249,0
15780870,580,Spain,Male,67,3,138551.526,1,1,1,6677.028,0
15692317,722,France,Male,30,5,0,2,1,0,149738.886,0
15593969,630,Spain,Female,39,7,121934.853,1,1,0,126793.08,1
15570417,579,France,Male,35,1,0,2,1,0,4014.18,0
15779059,670,France,Female,38,4,107662.086,2,1,1,99424.908,0
15785980,588,Spain,Male,34,6,109019.034,2,1,0,77814.252,0
15644200,807,Spain,Female,42,1,0,1,1,0,14850.594,1
15793949,726,France,Female,48,4,0,1,1,0,102618.054,1
15645103,812,Germany,Male,25,5,49335.795,1,1,0,118494.279,0
15705860,631,Germany,Male,40,3,97154.505,1,1,0,47204.658,1
15623828,682,France,Male,30,4,0,1,0,1,145318.779,0
15715003,625,Spain,Female,49,2,72734.805,1,1,1,18016.911,0
15623471,607,Germany,Male,38,3,88385.193,1,1,0,158686.443,0
15798348,600,Spain,Female,50,6,85215.843,1,1,1,45440.019,0
15743016,602,Spain,Female,22,7,127444.284,1,1,0,27341.64,0
15769499,545,Spain,Female,74,3,0,2,1,1,145194.057,0
15798521,675,Spain,Male,33,3,0,2,1,0,40813.272,0
15706534,581,France,Female,47,1,110654.226,1,0,0,162226.512,1
15706186,640,Germany,Male,33,8,73509.498,2,0,0,31433.004,0
15812197,850,France,Male,38,7,72264.582,1,0,0,113900.166,0
15650933,490,Spain,Female,48,8,139871.754,1,1,0,169129.17,0
15692991,710,Spain,Female,38,4,0,2,1,1,122751.792,0
15631189,613,Germany,Male,38,9,60400.485,1,1,0,70709.976,1
15762198,812,France,Male,34,5,93436.587,1,1,1,149434.443,0
15699598,723,France,Female,20,4,0,2,1,1,126346.797,0
15692744,512,France,Male,36,4,136952.208,2,0,0,34766.37,1
15688963,731,France,Female,52,10,0,1,1,1,22498.875,1
15599131,650,Germany,Male,26,4,192912.264,2,1,0,115933.797,0
15680303,594,France,Male,57,6,0,1,1,0,17438.904,1
15628674,844,France,Male,40,7,102013.326,1,1,0,28713.879,1
15648075,686,Germany,Female,47,5,153842.346,1,1,0,155861.811,1
15586970,695,Germany,Male,52,8,92720.934,1,1,1,20237.076,0
15625698,624,Spain,Female,23,6,0,2,0,1,177001.659,0
15790497,503,Spain,Male,37,6,0,2,0,0,122856.174,0
15682618,535,France,Female,31,7,100669.536,2,1,1,32651.001,0
15762937,743,Germany,Female,32,6,126313.704,2,1,1,146928.951,0
15750929,702,Spain,Male,39,8,0,2,1,0,89688.717,0
15729832,658,France,Male,29,3,130961.556,1,1,0,18186.318,0
15633650,677,Germany,Female,41,8,132048.882,2,1,1,3776.256,0
15748856,664,France,Male,32,10,96488.757,1,1,1,101106.18,0
15589195,766,Germany,Female,38,7,117840.366,1,0,1,1832.346,0
15699911,461,Spain,Female,35,8,0,1,1,0,119066.355,0
15663438,688,Spain,Male,36,0,80795.07,1,1,0,159645.312,1
15692583,678,France,Female,32,5,0,2,1,0,81256.023,0
15591257,796,France,Male,24,8,0,2,1,0,55214.433,0
15646513,803,France,Male,42,5,0,1,1,0,176820.147,1
15708063,712,France,Male,36,2,90674.55,3,0,0,63682.533,1
15696098,498,France,Female,31,10,0,2,1,0,12503.313,0
15645517,850,Spain,Male,22,2,0,2,1,1,8716.068,0
15649744,628,France,Female,51,3,111583.179,2,1,1,36491.535,0
15604304,539,Germany,Female,34,4,82460.178,1,1,1,122943.078,0
15784092,732,France,Male,36,7,113576.229,1,1,1,119855.232,0
15585198,715,France,Male,41,4,84841.11,1,0,1,137539.008,1
15624347,651,France,Male,40,4,0,2,1,1,132944.247,0
15621687,813,France,Male,34,0,0,2,1,0,38852.235,0
15689081,692,France,Male,29,4,0,1,1,0,69080.391,1
15813168,756,Germany,Female,39,3,90646.065,3,1,1,66065.436,1
15604295,543,France,Male,36,6,0,2,1,0,159055.452,0
15724127,790,France,Female,26,4,127423.539,2,0,0,88478.343,0
15673055,494,Spain,Male,38,7,0,2,1,1,5583.294,0
15768201,850,France,Female,39,2,133727.976,1,1,1,159112.143,0
15782219,703,Spain,Male,29,9,0,2,1,0,45611.532,0
15746410,432,Spain,Male,38,7,0,2,1,0,135522.792,0
15780144,512,Germany,Female,32,2,111063.465,2,1,0,72108.171,0
15590476,589,France,Male,28,7,0,2,1,0,136481.364,0
15624293,514,France,Female,46,3,95860.665,1,1,0,49565.088,0
15618182,678,France,Female,38,2,0,2,0,0,103562.091,0
15660316,420,Germany,Female,34,1,121994.91,1,0,0,134524.017,1
15678886,679,Germany,Male,38,7,99499.833,2,1,0,41870.412,0
15616330,595,France,Male,31,4,0,2,1,0,170996.274,0
15592229,713,France,Female,52,0,167302.386,1,1,1,41732.613,1
15798424,833,Germany,Male,59,1,117769.131,1,1,1,27650.268,1
15714750,690,France,Female,42,3,83320.326,2,0,0,63729.54,0
15648800,731,Germany,Female,21,8,119080.854,1,1,0,95997.114,1
15626147,608,France,Female,62,8,130478.85,1,0,0,158252.427,1
15626608,479,Spain,Male,48,5,78363.207,1,0,1,77081.769,0
15723250,519,France,Male,42,8,0,2,1,1,91337.148,0
15592583,731,France,Female,47,1,103872.771,3,0,0,172561.203,1
15759381,617,Spain,Male,61,7,81963.387,1,1,1,91655.793,0
15585241,756,Spain,Male,29,2,105670.971,2,1,0,4400.019,0
15589358,848,Germany,Male,31,4,81016.605,2,1,0,173819.682,0
15672704,809,France,Female,24,4,0,2,1,0,174166.884,0
15789955,698,Germany,Male,56,1,101173.329,2,0,0,84583.818,1
15596800,779,Germany,Male,33,1,142611.084,1,1,1,177300.828,1
15627305,606,Spain,Male,35,7,0,1,1,0,96153.354,1
15645316,612,Germany,Female,58,1,134677.377,1,1,1,103645.152,0
15593973,663,Spain,Female,33,8,110275.362,1,1,0,176634.27,0
15647301,549,Germany,Female,45,3,129360.609,2,1,1,86763.942,0
15750258,675,France,Female,32,2,140096.979,1,1,0,87892.794,0
15685309,669,France,Female,35,7,0,1,1,1,44197.407,1
15628205,571,Germany,Female,34,1,91562.994,1,0,1,176086.494,0
15733974,500,Spain,Male,37,9,113239.989,1,1,0,100528.2,0
15762110,628,France,Male,37,0,0,2,1,1,154537.137,0
15706899,559,France,Male,34,4,0,2,1,1,60049.782,0
15732660,769,France,Female,27,2,0,1,1,1,52088.445,0
15656121,733,Germany,Male,31,6,142011.963,2,0,0,160195.329,0
15614220,750,France,Male,22,5,0,2,0,1,94613.085,0
15645269,583,France,Female,42,4,0,2,1,0,15695.694,0
15698510,468,Germany,Male,42,9,163464.426,2,1,0,155401.551,0
15569247,727,Spain,Female,57,1,98711.748,1,0,1,678.033,0
15566251,618,France,Female,37,5,86987.574,1,1,0,88817.76,1
15716134,617,France,Male,40,5,171007.488,2,1,1,96343.128,0
15763625,793,Spain,Male,41,9,0,2,1,0,136938.366,0
15605965,630,France,Male,43,9,0,2,1,1,30904.236,0
15694821,765,Germany,Male,43,4,134066.484,1,0,1,156490.983,1
15601688,546,France,Male,28,8,0,1,1,0,143328.861,0
15575581,614,Germany,Female,30,3,118210.068,2,1,0,49298.976,0
15671209,593,Germany,Female,29,5,91542.456,3,1,0,121135.491,0
15616529,613,Spain,Male,34,3,0,1,1,1,37552.248,0
15773906,655,France,Male,38,4,0,2,0,0,99474.939,0
15722993,700,France,Female,27,6,124166.763,1,0,0,8097.111,0
15752463,826,Spain,Female,29,4,116944.263,1,0,1,171180.477,0
15589754,652,Germany,Male,45,2,136279.296,1,0,1,103800.087,0
15669899,755,Germany,Female,45,7,122078.7,1,0,0,129257.568,1
15766887,538,Spain,Male,39,2,110496.15,2,1,1,52620.372,0
15768006,729,France,Male,34,3,137073.42,1,1,0,10915.821,0
15741295,615,France,Male,49,3,0,2,1,1,44885.097,0
15811327,700,Spain,Male,54,1,71474.103,1,0,1,125761.986,0
15690007,434,Germany,Female,58,9,113220.927,2,1,0,54802.62,1
15690664,729,Spain,Male,37,10,0,2,1,0,90776.286,0
15719348,513,France,Male,35,8,0,1,1,0,68976.261,1
15781802,755,France,Male,41,6,94335.669,1,1,0,113412.222,1
15752731,615,France,Female,30,9,0,1,1,0,78613.038,0
15600997,747,Germany,Female,32,5,60745.536,2,0,1,69633.333,0
15750776,850,France,Female,36,0,148365.486,1,1,1,56450.196,0
15723907,712,Germany,Female,49,5,139298.778,2,0,0,176631.912,0
15633419,622,Germany,Female,28,1,128812.167,2,1,0,73551.42,0
15702430,548,France,Female,35,10,0,1,1,1,28169.739,0
15710456,607,France,Female,27,2,0,2,1,0,57146.274,0
15650351,653,France,Female,38,8,91920.042,1,1,1,149868.864,0
15590820,699,Spain,Male,26,6,71939.169,1,0,0,135218.196,0
15640454,693,Germany,Male,40,0,108640.557,1,0,0,24610.662,1
15697789,647,Germany,Female,43,3,110445.777,2,1,1,78300.351,0
15808182,478,Spain,Female,36,3,83126.97,2,1,0,40421.43,0
15588670,705,Spain,Female,40,5,183343.635,1,1,0,161980.812,1
15721292,719,Spain,Male,39,5,0,2,1,0,131183.73,0
15604217,726,France,Male,34,9,0,2,0,0,12709.449,0
15651369,626,France,Male,21,1,0,2,1,0,59609.007,0
15782454,552,France,Male,49,4,0,1,1,1,171267.084,1
15814032,807,Germany,Female,31,1,84114.423,2,0,0,155504.421,0
15570326,621,France,Male,34,6,0,2,1,1,89215.317,0
15624428,651,Germany,Female,24,7,36202.23,1,1,1,160507.197,0
15755638,673,France,Female,43,5,151262.757,1,1,1,132293.016,1
15600992,652,France,Male,36,1,0,2,1,1,136183.482,0
15755649,584,Germany,Male,47,7,117484.893,1,1,0,83624.256,0
15795228,756,France,Male,37,3,119361.24,1,1,1,53076.6,0
15589257,670,France,Female,35,3,93118.518,2,1,1,157164.354,0
15719302,765,France,Female,50,9,113893.02,1,1,1,71621.946,1
15639882,528,France,Male,30,2,115436.448,2,1,0,45694.044,0
15791279,701,France,Male,40,5,152768.376,1,1,1,138183.795,1
15636935,797,France,Female,29,1,0,2,1,1,119677.851,0
15686909,639,Germany,Male,27,3,135716.229,1,0,1,76688.037,0
15589572,785,Spain,Female,61,4,116870.148,2,1,0,153193.338,1
15779947,363,Spain,Female,28,6,131488.587,3,1,0,90553.626,1
15573769,764,France,Female,24,7,0,2,1,0,167495.391,0
15578866,676,France,Female,43,2,0,1,1,1,49607.577,0
15739131,718,Germany,Male,28,4,59078.97,1,1,0,25884.891,0
15813444,590,Spain,Female,34,6,0,2,1,0,153919.296,0
15678058,584,France,Male,38,9,94125.744,1,1,0,159010.848,0
15769169,645,France,Male,41,7,0,1,0,1,25800.804,0
15804602,772,Germany,Male,30,6,89806.752,2,0,0,177514.227,0
15651052,399,Germany,Male,46,2,114889.698,1,1,0,125995.212,1
15724334,529,France,Male,22,5,0,1,1,0,136052.847,0
15569451,463,France,Male,35,2,91131.444,1,1,1,106302.276,0
15650098,630,France,Female,40,7,0,2,1,1,31007.853,0
15724307,780,France,Male,76,10,109182.492,1,0,1,58385.097,0
15599268,584,Spain,Male,32,5,0,2,1,0,9861.138,0
15594864,752,Germany,Male,30,4,73371.042,1,1,1,33197.265,0
15616451,697,France,Female,47,6,115427.394,1,1,1,151248.06,0
15715667,850,France,Female,32,7,0,2,0,0,139704.3,0
15658969,711,France,Male,51,7,0,3,1,0,34568.811,1
15738174,452,France,Female,32,5,0,2,0,1,67751.451,0
15813590,610,Spain,Male,42,6,0,2,1,0,142472.331,1
15624229,694,France,Female,22,4,0,2,1,1,10373.148,0
15674148,579,Spain,Male,33,6,0,1,1,0,85493.736,1
15625080,745,Spain,Female,54,8,0,1,1,0,156521.061,1
15682528,572,France,Male,33,5,0,1,0,1,37025.145,0
15696900,505,Germany,Male,29,3,130987.404,2,1,1,52217.955,0
15730038,706,France,Female,23,5,0,1,0,0,147715.569,1
15812272,693,Germany,Male,44,5,112141.422,2,1,1,42298.317,1
15654654,725,Germany,Female,33,7,103664.556,2,1,1,159551.469,0
15697625,791,France,Male,37,2,147410.541,2,1,0,68249.277,0
15616280,536,France,Male,46,1,59160.069,1,1,0,54985.077,0
15654229,699,Spain,Male,47,1,0,2,0,1,27105.696,0
15628298,500,Spain,Female,47,8,115637.499,1,1,0,161304.408,0
15733387,707,Spain,Female,53,6,98697.123,1,1,1,46899.405,0
15775572,531,Germany,Female,42,6,79491.879,2,1,0,67723.875,0
15613844,557,France,Female,28,7,131800.716,2,1,0,165885.966,0
15578515,659,France,Female,38,3,0,2,1,0,142697.79,0
15607598,575,Spain,Female,31,6,0,2,1,1,86117.778,0
15742480,775,Germany,Male,36,2,98954.145,2,0,1,64514.286,0
15749482,772,Spain,Male,30,4,70787.745,1,1,0,1611.432,0
15607537,587,Germany,Male,46,9,97065.738,1,1,0,125487.9,1
15575410,667,Germany,Female,39,4,75388.815,2,1,0,106522.686,0
15684865,771,France,Female,66,7,129395.763,1,1,1,117745.092,0
15600700,523,Germany,Male,63,6,104604.543,1,1,1,107464.167,0
15774155,662,Germany,Male,33,0,93124.368,1,1,1,146432.7,0
15634267,717,France,Male,42,5,0,2,1,0,155398.689,0
15619626,746,France,Male,24,3,123743.115,2,0,1,153127.881,0
15660422,569,France,Male,28,7,0,2,1,0,66579.507,0
15617934,579,France,Male,36,9,116846.631,1,1,1,54815.508,0
15760774,519,France,Female,21,1,131696.613,2,1,1,175380.543,0
15813132,696,Germany,Male,30,4,102624.93,1,1,1,174344.904,0
15593331,693,Germany,Male,25,6,131922.621,1,0,1,13170.015,0
15616709,587,Germany,Female,38,0,118910.178,2,0,0,28557.288,0
15658052,626,France,Female,44,10,73398.537,1,1,0,18057.267,1
15721189,666,France,Female,66,7,0,2,1,1,89813.538,0
15711288,512,France,Male,24,6,0,2,1,0,33888.879,0
15770030,689,Spain,Female,28,3,0,2,1,1,173204.118,0
15803681,803,France,Female,26,4,0,2,1,1,163087.623,0
15702789,548,Germany,Male,32,5,157693.239,1,1,1,139649.049,0
15814930,588,Germany,Female,40,10,112981.059,1,1,0,109353.762,1
15658306,693,France,Male,68,4,87935.391,1,1,1,55412.163,0
15699523,499,Germany,Female,55,4,114135.885,2,1,0,110942.739,0
15610383,628,France,Female,46,1,42183.387,4,1,0,28144.926,1
15615032,624,Spain,Male,46,3,0,2,1,1,56542.527,0
15781989,733,France,Male,42,9,108085.437,1,1,0,165650.805,0
15647402,628,France,Female,38,3,0,2,1,1,44032.257,0
15740494,633,France,Female,33,3,0,2,1,0,171999.918,0
15701265,559,Germany,Female,36,1,93921.246,2,0,1,48765.654,0
15743532,704,Germany,Male,27,5,132303.906,1,1,0,57943.197,1
15794870,744,Germany,Male,38,6,65720.853,2,1,0,70893.774,0
15747591,665,Spain,Female,40,1,156089.295,1,0,1,105090.111,0
15726557,638,France,Female,42,7,149111.928,1,0,0,29624.661,0
15732199,837,Spain,Male,31,9,94210.758,1,0,1,45875.34,0
15662291,534,France,Female,55,8,105275.934,3,1,0,109859.85,1
15749050,548,France,Female,36,3,0,1,1,0,59397.21,0
15781586,837,Germany,Male,38,2,114059.565,1,1,1,71619.642,0
15617078,658,France,Female,44,6,133632.981,1,1,0,117476.217,0
15723339,554,France,Female,38,4,123888.645,2,1,1,155366.703,0
15671322,724,Germany,Male,30,7,103783.536,1,1,0,13694.877,0
15793854,723,France,Male,42,2,89186.157,1,1,1,15761.277,0
15756539,585,Germany,Female,39,7,149049.369,2,0,0,118666.809,0
15612064,474,France,Male,33,5,0,2,1,0,163750.968,1
15625916,562,Spain,Male,32,6,145465.794,1,1,0,82334.25,0
15683195,719,France,Male,32,9,131944.743,1,1,1,69407.505,0
15690182,635,Germany,Male,37,5,102139.812,1,1,0,86050.566,1
15721719,743,France,Male,42,7,69301.98,2,1,1,72385.578,0
15641690,681,Spain,Male,67,7,0,2,0,1,147343.428,0
15634896,521,France,Female,39,6,0,2,0,1,24637.635,0
15671590,741,Spain,Male,25,4,0,2,1,1,66486.285,0
15779182,790,Spain,Male,46,8,164128.077,1,0,0,125339.832,1
15778287,622,France,Male,35,8,0,2,1,1,118595.259,0
15609510,669,France,Male,45,7,134428.122,1,0,1,156108.663,0
15742229,583,France,Male,59,7,114705.126,1,0,1,60797.439,0
15658532,520,Spain,Female,63,5,146050.488,1,1,1,31288.797,0
15590993,579,Spain,Male,37,5,136991.592,2,0,0,108197.226,0
15565701,698,Spain,Female,39,9,145794.501,1,0,0,81191.142,0
15597239,548,Spain,Male,39,7,118321.596,1,1,0,148478.238,0
15688880,672,Germany,Male,40,10,92682.396,1,1,0,1157.229,1
15813917,653,Germany,Male,31,9,128989.773,1,1,0,75311.514,0
15679611,734,Spain,Female,37,2,117364.428,1,0,0,31093.866,0
15636589,794,France,Female,41,7,0,2,1,1,66847.572,0
15687752,641,France,Male,30,2,78754.923,2,0,1,6550.713,0
15584363,824,France,Male,30,0,120270.618,1,1,1,145848.528,0
15737748,534,Spain,Female,33,3,136110.258,1,0,0,179402.967,0
15803365,653,Spain,Male,55,2,63237.447,1,0,1,56112.939,0
15793247,498,France,Male,34,5,0,2,1,1,82540.494,0
15572360,683,France,Male,30,10,51891.741,1,0,0,71316.81,0
15795166,618,Germany,Male,42,8,138215.079,2,1,1,69011.64,0
15724620,538,France,Male,37,1,121276.872,1,1,0,146260.395,0
15800856,643,Spain,Male,34,3,74818.881,1,1,1,19224.792,0
15671097,428,France,Female,31,2,0,2,1,0,49038.687,0
15683930,593,Germany,Female,32,9,120686.877,2,1,0,48537.945,1
15749004,718,France,Female,31,0,106290.531,2,1,0,92848.635,0
15800434,811,Germany,Male,52,10,69223.86,1,0,0,131723.829,1
15709117,823,Spain,Female,46,3,73419.075,1,1,1,25533.855,1
15638806,645,Spain,Male,49,2,0,2,0,0,9020.835,0
15662294,710,France,Male,33,10,106494.453,2,1,1,173635.938,0
15690079,591,Spain,Male,30,8,112371.921,2,0,0,45437.13,0
15759317,748,Germany,Female,27,2,81874.665,1,1,1,118496.223,0
15750497,850,France,Female,37,7,137832.975,1,1,1,137011.77,0
15596181,542,France,Male,38,8,59348.034,1,1,1,61283.907,1
15576602,809,France,Male,38,3,0,2,1,1,72055.179,0
15644833,675,France,Male,54,2,0,1,1,0,134625.303,1
15734634,607,Spain,Female,27,5,90820.971,1,0,0,6868.143,0
15808689,850,France,Female,31,4,0,2,1,1,29774.529,0
15720702,789,France,Male,37,3,0,1,1,0,109695.483,1
15665077,598,France,Female,43,5,0,3,1,1,90650.448,1
15763612,756,Germany,Male,41,2,111995.541,2,0,1,42383.799,0
15596493,687,France,Female,47,7,0,2,1,1,159861.609,0
15704483,724,France,Male,40,6,0,2,0,0,95534.532,0
15598846,700,France,Female,44,2,52903.584,1,1,0,15187.428,0
15629244,635,Spain,Male,50,7,143508.276,2,0,0,49104.711,1
15765537,687,Germany,Male,26,2,128449.368,1,1,1,138245.175,0
15729975,613,France,Female,46,8,151016.04,1,0,1,39951.342,0
15682773,781,France,Female,38,3,115511.121,2,1,0,56896.965,0
15688007,703,Spain,Male,20,3,148734.882,1,1,1,37464.102,0
15574331,593,Germany,Female,62,3,106410.429,1,0,1,22288.977,1
15645572,743,France,Female,40,6,0,1,1,0,25452.72,1
15742854,640,Spain,Female,46,8,0,2,1,0,80138.871,0
15575417,849,Germany,Male,37,7,129107.466,2,1,1,15564.708,0
15796721,778,France,Male,38,3,130516.641,2,1,1,114032.169,0
15734942,539,Germany,Female,38,8,74166.759,1,1,0,11811.069,0
15664772,489,Germany,Male,28,1,71514.882,2,1,1,151176.267,0
15576683,568,Spain,Female,43,9,0,1,1,0,113283.711,1
15682563,618,Spain,Male,38,5,113826.591,1,1,0,82775.241,0
15650889,710,Germany,Female,30,10,120183.39,2,1,0,140034.366,0
15612108,625,France,Male,52,5,148480.209,1,1,1,61009.641,0
15761132,682,Spain,Male,46,7,115226.748,1,1,1,56353.815,0
15645511,727,Spain,Male,43,2,87662.862,1,1,1,96673.518,1
15609824,794,France,Female,41,7,159160.869,3,1,0,149873.634,1
15640268,652,Spain,Male,71,4,0,1,1,1,108096.39,0
15645778,670,Spain,Male,42,3,73430.136,1,1,0,169405.02,0
15691104,460,Germany,Female,40,6,107556.822,2,1,0,82404.567,1
15714567,568,Spain,Female,26,6,0,2,0,0,149845.68,0
15777826,643,France,Male,30,5,84999.393,1,1,1,149052.96,0
15668445,521,France,Male,37,2,0,2,1,1,77735.016,0
15576162,615,France,Male,32,7,82979.856,1,1,1,2479.977,0
15778135,575,Spain,Male,43,3,0,1,1,0,75235.059,0
15613141,717,France,Female,41,3,122181.264,1,1,1,93335.769,0
15635435,648,France,Female,54,9,108570.078,1,0,0,5331.942,1
15596552,535,Germany,Male,48,5,121088.457,1,1,1,52383.303,1
15623644,626,Spain,Male,29,7,0,2,1,0,44425.656,0
15683403,611,Spain,Male,52,7,0,1,0,1,66226.662,1
15615029,734,Spain,Male,39,6,0,1,1,1,85621.743,0
15769005,709,France,Male,49,4,138910.041,2,1,1,34915.113,0
15746326,591,France,Male,43,3,0,2,0,1,179033.724,0
15722364,664,France,Male,43,9,170123.877,2,1,1,50489.874,0
15704954,431,France,Male,37,0,108687.672,1,1,1,105320.772,0
15694409,647,Germany,Female,22,3,88178.238,2,0,1,55874.7,0
15754068,578,France,Male,32,4,0,2,1,1,127640.52,0
15683841,555,Germany,Male,41,10,101943.18,2,1,1,166848.426,0
15789095,775,Spain,Male,30,4,0,2,0,1,51715.017,0
15719958,850,Germany,Male,39,3,112094.091,2,1,1,108342.108,0
15689514,625,France,Male,43,8,181526.463,1,1,0,119718.81,1
15621353,645,Spain,Female,37,7,0,2,1,0,12230.937,0
15627232,608,Germany,Male,44,7,102783.123,1,1,1,70047.324,1
15745843,689,Spain,Female,31,4,0,2,1,1,122949.018,0
15722902,652,Germany,Male,50,8,112893.876,1,1,1,15444.846,1
15791767,769,France,Female,26,7,0,2,1,0,159159.177,0
15792722,611,France,Female,43,8,58407.975,1,1,0,103496.697,0
15723006,489,France,Male,38,8,0,2,0,1,177291.711,0
15771942,528,Germany,Female,46,9,122000.094,1,1,0,119831.427,1
15774738,632,France,Male,44,3,96988.275,1,1,0,167100.948,0
15574004,429,France,Female,27,6,105576.696,2,1,1,21618.441,0
15587233,457,France,Male,41,8,66330.108,3,1,1,167175.018,1
15808228,768,Spain,Female,44,6,54543.06,1,1,1,160241.373,0
15682834,715,Spain,Female,35,4,36152.892,2,1,1,179871.723,0
15571752,668,Germany,Female,32,10,82837.683,1,1,1,39236.31,0
15743067,625,Germany,Male,26,3,117435.555,1,1,0,110529.477,0
15714466,846,France,Female,41,5,0,3,1,0,3096.423,1
15617982,661,Spain,Female,42,3,0,2,1,0,32390.469,0
15696637,571,France,Female,23,10,135987.552,1,0,1,15447.375,0
15690647,582,Spain,Female,46,8,60806.979,1,1,0,40055.481,1
15672756,716,France,Female,35,8,101527.362,1,0,1,16063.47,0
15704586,758,France,Female,42,7,0,2,0,1,68588.604,0
15674526,725,France,Male,66,4,77813.82,1,1,1,127328.904,0
15775295,630,France,Female,40,0,106769.772,1,0,1,54029.214,1
15684196,627,France,Female,55,2,143497.143,1,1,0,90617.499,1
15727281,653,France,Female,27,9,0,2,1,0,86786.361,0
15787835,775,Germany,Female,38,4,112691.385,2,1,1,14216.292,1
15730540,794,Spain,Male,45,8,79790.733,2,1,0,104892.579,0
15646276,831,France,Female,32,2,131430.258,1,1,0,172134.666,0
15582180,561,France,Male,29,9,108241.317,1,1,1,156483.351,0
15697095,705,Spain,Male,46,7,0,2,1,0,105546.015,0
15748797,636,Spain,Female,33,0,0,1,1,0,83049.723,1
15754796,487,Germany,Female,46,4,121563.522,2,1,1,39820.041,1
15628947,693,France,Female,38,3,0,2,0,0,70320.132,1
15775546,517,Spain,Female,29,5,0,2,1,0,93062.592,0
15670481,684,France,Female,27,9,110295.045,2,0,1,124052.238,0
15619029,620,Spain,Female,43,2,0,2,1,0,18603.09,0
15613282,757,France,Male,29,8,117275.841,1,1,0,69722.442,0
15721487,739,France,Female,27,6,0,1,1,1,51815.142,0
15797276,662,Spain,Female,41,4,81315.693,1,1,0,68296.185,1
15612494,359,France,Female,44,6,115872.921,1,1,0,132260.139,1
15629617,572,Spain,Male,23,2,114186.168,1,0,1,60336.108,0
15600821,721,France,Male,69,2,97581.771,1,1,1,160576.515,0
15579062,707,France,Male,32,9,0,2,0,0,27726.318,0
15814268,444,France,Female,40,5,75915.063,1,1,0,129452.184,0
15710164,523,France,Female,73,7,0,2,0,0,117795.51,1
15693904,685,Germany,Female,30,4,76462.74,2,0,1,174909.348,0
15588986,673,Germany,Female,29,4,89187.624,1,1,1,8817.021,0
15797733,503,Germany,Male,30,10,122960.295,2,0,0,42579.216,0
15620507,485,Germany,Female,30,5,141094.512,1,1,1,127033.389,0
15685150,799,Germany,Male,28,7,150892.497,2,1,1,100024.425,0
15667651,585,Spain,Female,33,8,0,2,1,0,102763.863,0
15774166,607,Germany,Female,24,2,98535.186,2,0,1,114804.693,0
15649280,521,Germany,Female,40,9,121054.302,1,1,0,16273.854,0
15705657,535,France,Female,44,2,102985.074,1,1,1,122697.234,0
15753969,724,Spain,Male,45,5,75499.686,1,0,1,30709.629,0
15742378,520,Germany,Male,32,5,99026.793,1,1,0,50622.021,0
15794874,696,Spain,Male,41,9,114771.375,1,0,1,172275.678,0
15589221,657,Germany,Male,30,1,125785.917,2,1,1,20986.092,0
15596671,603,Spain,Female,42,8,82450.008,1,0,0,130207.77,1
15583668,726,France,Female,42,2,98524.611,1,0,1,157644.945,0
15710206,591,France,Female,39,4,135450.576,1,1,0,13435.92,0
15799966,792,Germany,Female,59,9,91448.793,1,0,0,145331.271,1
15794560,550,France,Male,57,5,0,1,1,1,120151.746,0
15626485,601,France,Female,26,8,71003.007,1,1,1,21333.168,0
15703143,820,France,Female,29,3,74110.356,1,0,1,104386.842,0
15809772,667,France,Male,48,2,0,1,1,0,38906.28,0
15687959,573,Spain,Female,44,4,0,1,1,1,85376.637,0
15585282,755,France,Male,62,1,114935.697,2,0,1,128139.921,0
15714993,552,France,Female,41,9,111914.406,1,1,0,122071.725,0
15596021,598,Spain,Male,44,8,0,2,1,0,133639.11,0
15646615,576,Germany,Male,28,1,107402.661,2,0,1,53079.165,0
15742632,670,France,Female,31,9,0,1,0,1,68629.347,0
15574068,504,Germany,Male,56,9,93795.57,1,0,0,50271.732,1
15806967,778,France,Female,65,7,0,1,1,1,70080.507,0
15796334,558,Germany,Male,39,10,130281.318,1,1,0,20590.344,1
15688713,627,Spain,Male,44,6,0,1,1,1,103022.595,0
15796179,683,France,Male,43,8,0,1,1,0,87079.32,0
15598751,556,France,Female,43,6,0,3,0,0,112639.113,1
15703019,583,France,Female,38,10,0,2,0,1,102237.876,0
